TRANSACTION ID,DATE,TRANSACTION DETAILS,DESCRIPTION,CATEGORY,PAYMENT METHOD,WITHDRAWAL AMT,DEPOSIT AMT
TRX20220329124388,28-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,37.0,
TRX20220329124513,28-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,905.0,
TRX20220329124310,29-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,29.0,
TRX20220329124431,29-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,82.0,
TRX20220329124195,29-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,82.0,
TRX20220329124078,29-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,29.0,
TRX20220329124580,29-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,29.0,
TRX20220329124100,30-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,659.0,
TRX20220329124578,31-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,14.0,
TRX20220329124337,31-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,257.0,
TRX20220329124295,1-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,970.0,
TRX20220329124445,1-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,533.0,
TRX20220329124484,1-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,655.0,
TRX20220329124486,1-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,533.0,
TRX20220329124586,1-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,912.0,
TRX20220329124551,2-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,89.0,
TRX20220329124416,2-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,717.0,
TRX20220329124408,2-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,586.0,
TRX20220329124077,2-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,89.0,
TRX20220329124464,3-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,378.0,
TRX20220329124322,3-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,55.0,
TRX20220329124398,3-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,243.0,
TRX20220329124227,3-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,378.0,
TRX20220329124449,4-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,200000.0
TRX20220329124530,4-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,367.0,
TRX20220329124585,4-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,367.0,
TRX20220329124470,4-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,701.0,
TRX20220329124106,5-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,870.0
TRX20220329124392,5-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,42.0,
TRX20220329124289,5-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,870.0
TRX20220329124284,6-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,669.0,
TRX20220329124519,7-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,143.0,
TRX20220329124443,7-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,1500.0
TRX20220329124494,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,502.0,
TRX20220329124328,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,502.0,
TRX20220329124155,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,12.0,
TRX20220329124125,8-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,315.0,
TRX20220329124371,8-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,50.0,
TRX20220329124426,9-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,64.0,
TRX20220329124456,9-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,1800.0
TRX20220329124444,9-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,628.0,
TRX20220329124131,9-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,667.0
TRX20220329124176,9-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,734.0,
TRX20220329124492,9-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,64.0,
TRX20220329124365,10-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,33.0,
TRX20220329124301,10-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,33.0,
TRX20220329124496,11-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,198.0,
TRX20220329124269,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,12.0,
TRX20220329124412,11-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,38.0,
TRX20220329124348,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,210.0,
TRX20220329124253,11-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,198.0,
TRX20220329124279,11-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,750.0
TRX20220329124218,12-Feb-24,Home Ownership,Unspecified,Other Expenses,Unspecified,827.0,
TRX20220329124290,12-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,562.0,
TRX20220329124558,12-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,861.0,
TRX20220329124120,12-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,861.0,
TRX20220329124393,12-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,4000.0
TRX20220329124119,13-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,863.76,
TRX20220329124441,13-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,656.9,
TRX20220329124236,13-Feb-24,Home Ownership,Unspecified,Other Expenses,Unspecified,767.73,
TRX20220329124433,14-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,204.45,
TRX20220329124201,14-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,204.45,
TRX20220329124583,14-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,269.51,
TRX20220329124349,14-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,920.48,
TRX20220329124437,15-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,625.26,
TRX20220329124309,15-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,625.26,
TRX20220329124089,15-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,50.23,
TRX20220329124320,15-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,469.44,
TRX20220329124231,16-Feb-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,18.48,
TRX20220329124169,16-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,520.3,
TRX20220329124178,17-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,745.0,
TRX20220329124267,17-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,745.0,
TRX20220329124086,17-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,223.0,
TRX20220329124510,17-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,223.0,
TRX20220329124157,17-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,611.0,
TRX20220329124399,17-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,223.0,
TRX20220329124180,18-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,512.0,
TRX20220329124248,18-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,741.0,
TRX20220329124072,18-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,572.0,
TRX20220329124271,18-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,741.0,
TRX20220329124342,19-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,910.0,
TRX20220329124518,19-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,560.0,
TRX20220329124246,19-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,96.0,
TRX20220329124293,19-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,910.0,
TRX20220329124474,19-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,41.0,
TRX20220329124220,20-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,209.0,
TRX20220329124379,20-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,880.0,
TRX20220329124506,20-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,875.0,
TRX20220329124498,20-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,880.0,
TRX20220329124181,21-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,41.0,
TRX20220329124424,21-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,478.0,
TRX20220329124315,21-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,611.0,
TRX20220329124242,21-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,223.0,
TRX20220329124522,21-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,611.0,
TRX20220329124250,22-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,628.0,
TRX20220329124357,22-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,365.0,
TRX20220329124467,22-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,806.0,
TRX20220329124275,22-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,812.0,
TRX20220329124501,22-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,875.0,
TRX20220329124104,22-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,875.0,
TRX20220329124233,22-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,812.0,
TRX20220329124297,22-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,880.0,
TRX20220329124199,23-Feb-24,Fund Transfer From Bank Rakyat,Transfer of funds from Bank Rakyat,Income/Salary,Bank transfer,,100000.0
TRX20220329124130,23-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,100000.0
TRX20220329124390,24-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,50000.0
TRX20220329124375,25-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,150.0,
TRX20220329124557,25-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,961.89,
TRX20220329124215,25-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,236.04,
TRX20220329124281,26-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,285.42,
TRX20220329124517,26-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,766.21,
TRX20220329124417,27-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,232.13,
TRX20220329124511,28-Feb-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,14.29,
TRX20220329124457,28-Feb-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,14.29,
TRX20220329124184,28-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,944.95,
TRX20220329124249,28-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,879.18,
TRX20220329124461,29-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,394.58,
TRX20220329124222,29-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,209.0,
TRX20220329124360,2-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,413.0,
TRX20220329124235,3-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,668.0,
TRX20220329124135,3-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,668.0,
TRX20220329124115,3-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,178.0,
TRX20220329124571,3-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,731.0,
TRX20220329124316,3-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,731.0,
TRX20220329124336,3-Mar-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,731.0,
TRX20220329124526,4-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,324.0,
TRX20220329124454,4-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,417.0,
TRX20220329124204,4-Mar-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,200000.0
TRX20220329124562,5-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,326.0,
TRX20220329124446,7-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,1200.0
TRX20220329124459,7-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,1200.0
TRX20220329124367,7-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,294.0,
TRX20220329124228,8-Mar-24,Housing Rent,Rental payments for housing accommodations,Other Expenses,Direct debit,1100.0,
TRX20220329124095,8-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,514.0,
TRX20220329124561,8-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,948.0,
TRX20220329124537,8-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,324.0,
TRX20220329124335,9-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,309.0,
TRX20220329124303,9-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,752.0,
TRX20220329124548,9-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,578.0,
TRX20220329124448,10-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,916.0,
TRX20220329124096,10-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,916.0,
TRX20220329124232,10-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,589.0,
TRX20220329124400,10-Mar-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,916.0,
TRX20220329124206,11-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,49.0,
TRX20220329124415,11-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,645.0,
TRX20220329124213,11-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,98.0,
TRX20220329124386,11-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,66.0,
TRX20220329124376,12-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,394.0,
TRX20220329124298,12-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,750.0,
TRX20220329124274,13-Mar-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,4000.0
TRX20220329124128,14-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,645.0,
TRX20220329124347,14-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,525.83,
TRX20220329124345,15-Mar-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,881.9,
TRX20220329124425,15-Mar-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,881.9,
TRX20220329124406,15-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,214.0,
TRX20220329124469,15-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,841.29,
TRX20220329124402,15-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,491.47,
TRX20220329124265,16-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,276.0,
TRX20220329124428,16-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,418.0,
TRX20220329124452,16-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,209.0,
TRX20220329124327,16-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,418.0,
TRX20220329124150,16-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,283.0,
TRX20220329124225,16-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,176.0,
TRX20220329124198,16-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,276.0,
TRX20220329124079,17-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,419.0,
TRX20220329124273,17-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,237.0,
TRX20220329124485,17-Mar-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,853.0,
TRX20220329124230,18-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,627.0,
TRX20220329124478,18-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,627.0,
TRX20220329124340,19-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,396.0,
TRX20220329124533,19-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,396.0,
TRX20220329124509,20-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,863.0,
TRX20220329124389,20-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,417.0,
TRX20220329124191,20-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,417.0,
TRX20220329124087,20-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,532.0,
TRX20220329124266,22-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,324.0,
TRX20220329124160,24-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,900.0,
TRX20220329124488,24-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,49.0,
TRX20220329124172,24-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,49.0,
TRX20220329124521,25-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,416.0,
TRX20220329124208,27-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,509.0,
TRX20220329124138,27-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,509.0,
TRX20220329124525,29-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,265.0,
TRX20220329124396,29-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,265.0,
TRX20220329124069,31-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,618.0,
TRX20220329124567,31-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,618.0,
