TRANSACTION ID,DATE,TRANSACTION DETAILS,DESCRIPTION,CATEGORY,PAYMENT METHOD,WITHDRAWAL AMT,DEPOSIT AMT
TRX20220328123710,25-Jan-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,633.0,
TRX20220328123711,25-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,970.0,
TRX20220328123712,25-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,664.0,
TRX20220328123713,25-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,753.0,
TRX20220328123714,25-Jan-24,Home Ownership,Unspecified,Other Expenses,Unspecified,978.16,
TRX20220328123715,25-Jan-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,970.0,
TRX20220328123716,25-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,512.0,
TRX20220328123717,25-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,57.0,
TRX20220328123718,26-Jan-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,643.0,
TRX20220328123719,26-Jan-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,778.0,
TRX20220328123720,26-Jan-24,Home Ownership,Unspecified,Other Expenses,Unspecified,44.0,
TRX20220328123721,26-Jan-24,Home Ownership,Unspecified,Other Expenses,Unspecified,572.0,
TRX20220328123722,26-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,894.0,
TRX20220328123723,26-Jan-24,Investment,Investment in mutual funds,Investment,Bank transfer,700.0,
TRX20220328123724,26-Jan-24,Dining Out,Expenses for dining out,Dining,Cash,85.0,
TRX20220328123725,26-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,764.0,
TRX20220328123726,26-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,910.0,
TRX20220328123727,26-Jan-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,209.0,
TRX20220328123728,26-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,899.0,
TRX20220328123729,27-Jan-24,Home Ownership,Unspecified,Other Expenses,Unspecified,67.0,
TRX20220328123730,27-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,759.0,
TRX20220328123731,27-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,96.0,
TRX20220328123732,27-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,582.0,
TRX20220328123733,27-Jan-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,1200.0
TRX20220328123734,27-Jan-24,Utilities Deposit,Deposit for utilities bill correction,Utilities,Unspecified,160.0,
TRX20220328123735,27-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,580.74,
TRX20220328123736,27-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,137.0,
TRX20220328123737,27-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,745.0,
TRX20220328123738,27-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,632.0,
TRX20220328123739,28-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,143.0,
TRX20220328123740,28-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,37.0,
TRX20220328123741,28-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,905.0,
TRX20220328123742,28-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,68.0,
TRX20220328123743,28-Jan-24,Car Maintenance,Routine car maintenance,Transportation,Online banking,210.0,
TRX20220328123744,28-Jan-24,Shopping,Shopping expenses,Shopping,Cash,190.0,
TRX20220328123745,28-Jan-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,67.0,
TRX20220328123746,29-Jan-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,244.0,
TRX20220328123747,29-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,667.0,
TRX20220328123748,29-Jan-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,82.0,
TRX20220328123749,29-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,29.0,
TRX20220328123750,29-Jan-24,Investment Returns,Returns from investment,Investment,Unspecified,350.0,
TRX20220328123751,29-Jan-24,Movie Tickets,Expenses for movie tickets,Entertainment,Online payment,40.0,
TRX20220328123752,29-Jan-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,162.0,
TRX20220328123753,29-Jan-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,162.21,
TRX20220328123754,30-Jan-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,107.0,
TRX20220328123755,30-Jan-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,659.0,
TRX20220328123756,30-Jan-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,193.0,
TRX20220328123757,30-Jan-24,Grocery Shopping,Expenses for weekly grocery shopping,Groceries,Debit Card,230.0,
TRX20220328123758,30-Jan-24,Health Insurance,Monthly health insurance premium,Insurance,Online banking,170.0,
TRX20220328123759,30-Jan-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,914.0,
TRX20220328123760,30-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,726.0,
TRX20220328123761,31-Jan-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,905.0,
TRX20220328123762,31-Jan-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,14.0,
TRX20220328123763,31-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,257.0,
TRX20220328123764,31-Jan-24,Dining Out,Expenses for dining out,Dining,Cash,95.0,
TRX20220328123765,31-Jan-24,Travel,Travel expenses for vacation,Travel,Debit Card,1100.0,
TRX20220328123766,31-Jan-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,644.0,
TRX20220328123767,31-Jan-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,514.0,
TRX20220328123768,1-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,970.0,
TRX20220328123769,1-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,87.0,
TRX20220328123770,1-Feb-24,Fund Transfer From Bank Rakyat,Transfer of funds from Bank Rakyat,Income/Salary,Bank transfer,,100000.0
TRX20220328123771,1-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,50000.0
TRX20220328123772,1-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,29.0,
TRX20220328123773,1-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,533.0,
TRX20220328123774,1-Feb-24,Internet Subscription,Monthly subscription fee for internet service,Utilities,Direct debit,60.0,
TRX20220328123775,1-Feb-24,Shopping,Shopping expenses,Shopping,Cash,210.0,
TRX20220328123776,1-Feb-24,Internet Subscription,Monthly subscription fee for internet service,Utilities,Direct debit,60.0,
TRX20220328123777,1-Feb-24,Grocery Shopping,Expenses for weekly grocery shopping,Groceries,Debit Card,240.0,
TRX20220328123778,2-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,89.0,
TRX20220328123779,2-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,655.0,
TRX20220328123780,2-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,321.0,
TRX20220328123781,2-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,912.0,
TRX20220328123782,2-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,73.0,
TRX20220328123783,2-Feb-24,Health Insurance,Monthly health insurance premium,Insurance,Online banking,165.0,
TRX20220328123784,2-Feb-24,Movie Tickets,Expenses for movie tickets,Entertainment,Online payment,38.0,
TRX20220328123785,2-Feb-24,Car Maintenance,Routine car maintenance,Transportation,Online banking,220.0,
TRX20220328123786,2-Feb-24,Investment,Investment in stocks,Investment,Bank transfer,550.0,
TRX20220328123787,3-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,586.0,
TRX20220328123788,3-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,717.0,
TRX20220328123789,3-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,55.0,
TRX20220328123790,3-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,378.0,
TRX20220328123791,3-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,209.0,
TRX20220328123792,3-Feb-24,Mobile Phone Bill,Monthly bill for mobile phone usage,Utilities,Online banking,45.0,
TRX20220328123793,3-Feb-24,Grocery Shopping,Expenses for weekly grocery shopping,Groceries,Debit Card,245.0,
TRX20220328123794,3-Feb-24,Electricity Bill,Monthly electricity utility bill,Utilities,Direct debit,75.0,
TRX20220328123795,3-Feb-24,Bookstore,Purchase of books,Shopping,Debit Card,65.0,
TRX20220328123796,4-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,4000.0
TRX20220328123797,4-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,243.0,
TRX20220328123798,4-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,701.0,
TRX20220328123799,4-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,58.0,
TRX20220328123800,4-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,892.0,
TRX20220328123801,4-Feb-24,Investment,Investment in bonds,Investment,Bank transfer,600.0,
TRX20220328123802,4-Feb-24,Dining Out,Expenses for dining out,Dining,Cash,88.0,
TRX20220328123803,4-Feb-24,Health Insurance,Monthly health insurance premium,Insurance,Online banking,165.0,
TRX20220328123804,4-Feb-24,Movie Tickets,Expenses for movie tickets,Entertainment,Online payment,37.0,
TRX20220328123805,5-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,367.0,
TRX20220328123806,5-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,20000.0
TRX20220328123807,5-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,485.0,
TRX20220328123808,5-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,812.0,
TRX20220328123809,5-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,176.0,
TRX20220328123810,5-Feb-24,Travel,Travel expenses for business trip,Travel,Debit Card,1200.0,
TRX20220328123811,5-Feb-24,Utilities Deposit,Deposit for utilities bill correction,Utilities,Unspecified,170.0,
TRX20220328123812,5-Feb-24,Mobile Phone Bill,Monthly bill for mobile phone usage,Utilities,Online banking,43.0,
TRX20220328123813,5-Feb-24,Shopping,Shopping expenses,Shopping,Cash,210.0,
TRX20220328123814,6-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,42.0,
TRX20220328123815,6-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,669.0,
TRX20220328123816,6-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,124.0,
TRX20220328123817,6-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,33.0,
TRX20220328123818,6-Feb-24,Car Insurance,Annual car insurance premium,Insurance,Bank transfer,1350.0,
TRX20220328123819,6-Feb-24,Dining Out,Expenses for dining out,Dining,Cash,92.0,
TRX20220328123820,6-Feb-24,Gym Membership,Monthly membership fee for gym,Health & Fitness,Debit Card,80.0,
TRX20220328123821,6-Feb-24,Utilities Deposit,Deposit for utilities bill correction,Utilities,Unspecified,160.0,
TRX20220328123822,7-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,8130.0
TRX20220328123823,7-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,1200.0
TRX20220328123824,7-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,1500.0
TRX20220328123825,7-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,1800.0
TRX20220328123826,7-Feb-24,Housing Rent,Rental payments for housing accommodations,Other Expenses,Direct debit,1100.0,
TRX20220328123827,7-Feb-24,Salary,Monthly salary,Income/Salary,Bank transfer,,5300.0
TRX20220328123828,7-Feb-24,Shopping,Shopping expenses,Shopping,Cash,220.0,
TRX20220328123829,7-Feb-24,Car Insurance,Annual car insurance premium,Insurance,Bank transfer,1350.0,
TRX20220328123830,7-Feb-24,Dining Out,Expenses for dining out,Dining,Cash,95.0,
TRX20220328123831,8-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,895.0,
TRX20220328123832,8-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,287.0,
TRX20220328123833,8-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,64.0,
TRX20220328123834,8-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,876.0,
TRX20220328123835,8-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,143.0,
TRX20220328123836,8-Feb-24,Internet Subscription,Monthly subscription fee for internet service,Utilities,Direct debit,60.0,
TRX20220328123837,8-Feb-24,Grocery Shopping,Expenses for weekly grocery shopping,Groceries,Debit Card,240.0,
TRX20220328123838,8-Feb-24,Travel,Travel expenses for vacation,Travel,Debit Card,1050.0,
TRX20220328123839,8-Feb-24,Investment Returns,Returns from investment,Investment,Unspecified,320.0,
TRX20220328123840,9-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,667.0
TRX20220328123841,9-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,870.0
TRX20220328123842,9-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,502.0,
TRX20220328123843,9-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,799.0,
TRX20220328123844,9-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,12.0,
TRX20220328123845,9-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,315.0,
TRX20220328123846,9-Feb-24,Home Ownership,Unspecified,Other Expenses,Unspecified,670.0,
TRX20220328123847,9-Feb-24,Investment,Investment in stocks,Investment,Bank transfer,550.0,
TRX20220328123848,9-Feb-24,Dining Out,Expenses for dining out,Dining,Cash,90.0,
TRX20220328123849,9-Feb-24,School Fees,Fees for children's school,Education,Online banking,570.0,
TRX20220328123850,9-Feb-24,Petrol,Fuel expenses for the car,Transportation,Debit Card,110.0,
TRX20220328123851,9-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,176.0,
TRX20220328123852,9-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,38.0,
TRX20220328123853,10-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,734.0,
TRX20220328123854,10-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,215.0,
TRX20220328123855,10-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,172.0,
TRX20220328123856,10-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,50.0,
TRX20220328123857,10-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,961.0,
TRX20220328123858,10-Feb-24,Health Insurance,Monthly health insurance premium,Insurance,Online banking,170.0,
TRX20220328123859,10-Feb-24,Movie Tickets,Expenses for movie tickets,Entertainment,Online payment,40.0,
TRX20220328123860,10-Feb-24,Health Insurance,Monthly health insurance premium,Insurance,Online banking,165.0,
TRX20220328123861,10-Feb-24,Shopping,Shopping expenses,Shopping,Cash,190.0,
TRX20220328123862,10-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,115.0,
TRX20220328123863,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,342.0,
TRX20220328123864,11-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,674.0,
TRX20220328123865,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,827.0,
TRX20220328123866,11-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,237.0,
TRX20220328123867,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,688.0,
TRX20220328123868,11-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,736.0,
TRX20220328123869,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,12.0,
TRX20220328123870,11-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,198.0,
TRX20220328123871,11-Feb-24,Mobile Phone Bill,Monthly bill for mobile phone usage,Utilities,Online banking,48.0,
TRX20220328123872,11-Feb-24,Shopping,Shopping expenses,Shopping,Cash,230.0,
TRX20220328123873,11-Feb-24,Internet Subscription,Monthly subscription fee for internet service,Utilities,Direct debit,60.0,
TRX20220328123874,11-Feb-24,Grocery Shopping,Expenses for weekly grocery shopping,Groceries,Debit Card,230.0,
TRX20220328123875,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,741.0,
TRX20220328123876,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,803.0,
TRX20220328123877,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,447.43,
TRX20220328123878,11-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,756.0,
TRX20220328123879,11-Feb-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,118.0,
TRX20220328123880,11-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,354.0,
TRX20220328123881,11-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,418.0,
TRX20220328123882,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,803.0,
TRX20220328123883,11-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,764.0,
TRX20220328123884,11-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,120.0,
TRX20220328123885,12-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,750.0
TRX20220328123886,12-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,38.0,
TRX20220328123887,12-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,572.0,
TRX20220328123888,12-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,861.0,
TRX20220328123889,12-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,697.0,
TRX20220328123890,12-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,289.0,
TRX20220328123891,12-Feb-24,Home Ownership,Unspecified,Other Expenses,Unspecified,933.0,
TRX20220328123892,12-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,67.0,
TRX20220328123893,12-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,120.0,
TRX20220328123894,12-Feb-24,Gym Membership,Monthly membership fee for gym,Health & Fitness,Debit Card,80.0,
TRX20220328123895,12-Feb-24,Utilities Deposit,Deposit for utilities bill correction,Utilities,Unspecified,180.0,
TRX20220328123896,12-Feb-24,Investment,Investment in mutual funds,Investment,Bank transfer,720.0,
TRX20220328123897,12-Feb-24,Dining Out,Expenses for dining out,Dining,Cash,90.0,
TRX20220328123898,12-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,812.0,
TRX20220328123899,12-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,582.0,
TRX20220328123900,12-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,870.0
TRX20220328123901,12-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,689.0,
TRX20220328123902,12-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,745.0,
TRX20220328123903,12-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,754.0,
TRX20220328123904,12-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,365.0,
TRX20220328123905,12-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,750.0
TRX20220328123906,13-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,896.0,
TRX20220328123907,13-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,14.0,
TRX20220328123908,13-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,759.0,
TRX20220328123909,13-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,137.0,
TRX20220328123910,13-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,784.0,
TRX20220328123911,13-Feb-24,Car Maintenance,Routine car maintenance,Transportation,Online banking,230.0,
TRX20220328123912,13-Feb-24,Shopping,Shopping expenses,Shopping,Cash,210.0,
TRX20220328123913,13-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,1800.0
TRX20220328123914,13-Feb-24,Utilities Deposit,Deposit for utilities bill correction,Utilities,Unspecified,170.0,
TRX20220328123915,13-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,425.0,
TRX20220328123916,13-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,537.0,
TRX20220328123917,14-Feb-24,Home Ownership,Unspecified,Other Expenses,Unspecified,635.0,
TRX20220328123918,14-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,879.0,
TRX20220328123919,14-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,21.0,
TRX20220328123920,14-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,444.0,
TRX20220328123921,14-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,726.0,
TRX20220328123922,14-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,198.0,
TRX20220328123923,14-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,573.0,
TRX20220328123924,14-Feb-24,Investment Returns,Returns from investment,Investment,Unspecified,380.0,
TRX20220328123925,14-Feb-24,Dining Out,Expenses for dining out,Dining,Cash,95.0,
TRX20220328123926,14-Feb-24,Car Maintenance,Routine car maintenance,Transportation,Online banking,210.0,
TRX20220328123927,14-Feb-24,Shopping,Shopping expenses,Shopping,Cash,200.0,
TRX20220328123928,14-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,287.0,
TRX20220328123929,14-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,365.0,
TRX20220328123930,15-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,903.0,
TRX20220328123931,15-Feb-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,311.0,
TRX20220328123932,15-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,89.0,
TRX20220328123933,15-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,657.0,
TRX20220328123934,15-Feb-24,Travel,Travel expenses for vacation,Travel,Debit Card,1150.0,
TRX20220328123935,15-Feb-24,Movie Tickets,Expenses for movie tickets,Entertainment,Online payment,42.0,
TRX20220328123936,15-Feb-24,Investment Returns,Returns from investment,Investment,Unspecified,360.0,
TRX20220328123937,15-Feb-24,Movie Tickets,Expenses for movie tickets,Entertainment,Online payment,42.0,
TRX20220328123938,15-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,688.0,
TRX20220328123939,15-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,632.0,
TRX20220328123940,15-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,731.0,
TRX20220328123941,15-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,600.0,
TRX20220328123942,15-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,237.0,
TRX20220328123943,16-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,425.0,
TRX20220328123944,16-Feb-24,Home Ownership,Unspecified,Other Expenses,Unspecified,724.0,
TRX20220328123945,16-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,593.0,
TRX20220328123946,16-Feb-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,118.0,
TRX20220328123947,16-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,162.0,
TRX20220328123948,16-Feb-24,Grocery Shopping,Expenses for weekly grocery shopping,Groceries,Debit Card,235.0,
TRX20220328123949,16-Feb-24,Health Insurance,Monthly health insurance premium,Insurance,Online banking,175.0,
TRX20220328123950,16-Feb-24,Grocery Shopping,Expenses for weekly grocery shopping,Groceries,Debit Card,235.0,
TRX20220328123951,16-Feb-24,Health Insurance,Monthly health insurance premium,Insurance,Online banking,170.0,
TRX20220328123952,16-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,42.0,
TRX20220328123953,16-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,469.08,
TRX20220328123954,16-Feb-24,Home Ownership,Unspecified,Other Expenses,Unspecified,978.16,
TRX20220328123955,16-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,324.0,
TRX20220328123956,16-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,898.0,
TRX20220328123957,17-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,754.0,
TRX20220328123958,17-Feb-24,Museums,Admission fees or charges for services provided by museums,Other Expenses,Cash,326.0,
TRX20220328123959,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,478.0,
TRX20220328123960,17-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,745.0,
