TRANSACTION ID,DATE,TRANSACTION DETAILS,DESCRIPTION,CATEGORY,PAYMENT METHOD,WITHDRAWAL AMT,DEPOSIT AMT
TRX20220332124570,1-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,348.0,
TRX20220332124295,1-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,99.0,
TRX20220332124164,1-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,365.0,
TRX20220332124061,1-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,10000.0
TRX20220332124479,2-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,413.0,
TRX20220332124440,2-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,209.0,
TRX20220332124465,2-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,870.0
TRX20220332124070,2-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,159.0,
TRX20220332124158,2-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,413.0,
TRX20220332124327,2-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,413.0,
TRX20220332124129,2-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,871.0,
TRX20220332124436,2-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,939.0,
TRX20220332124125,2-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,209.0,
TRX20220332124142,2-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,413.0,
TRX20220332124250,3-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,209.0,
TRX20220332124415,3-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,209.0,
TRX20220332124536,4-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,491.47,
TRX20220332124304,5-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,753.0,
TRX20220332124368,6-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,491.47,
TRX20220332124096,7-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,115.72,
TRX20220332124454,8-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,119.0,
TRX20220332124097,8-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,119.0,
TRX20220332124104,8-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,775.98,
TRX20220332124074,9-Feb-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,532.0,
TRX20220332124228,9-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,102.83,
TRX20220332124564,9-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,102.83,
TRX20220332124476,9-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,775.98,
TRX20220332124232,9-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,102.83,
TRX20220332124218,9-Feb-24,Fund Transfer From Bank Islam,Transfer of funds from Bank Islam,Income/Salary,Bank transfer,,20000.0
TRX20220332124107,9-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,102.83,
TRX20220332124093,10-Feb-24,Home Ownership,Unspecified,Other Expenses,Unspecified,198.74,
TRX20220332124328,10-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,468.47,
TRX20220332124506,10-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,936.0,
TRX20220332124481,10-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,156.8,
TRX20220332124284,10-Feb-24,Leeds Card,Charges related to the use of the Leeds Card loyalty program,Other Expenses,Card payment,936.0,
TRX20220332124535,10-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,156.8,
TRX20220332124114,10-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,468.47,
TRX20220332124112,11-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,410.25,
TRX20220332124315,11-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,29.97,
TRX20220332124475,11-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,29.97,
TRX20220332124470,11-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,410.25,
TRX20220332124291,11-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,410.25,
TRX20220332124345,11-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,29.97,
TRX20220332124400,11-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,708.0,
TRX20220332124116,12-Feb-24,Meals,Charges for meals,Other Expenses,Online payment,185.77,
TRX20220332124548,12-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,79.19,
TRX20220332124121,12-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,79.09,
TRX20220332124293,13-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,139.06,
TRX20220332124332,13-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,889.73,
TRX20220332124132,13-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,52.29,
TRX20220332124544,14-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,361.59,
TRX20220332124486,14-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,361.59,
TRX20220332124459,14-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Unspecified,156.94,
TRX20220332124140,14-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,253.67,
TRX20220332124303,15-Feb-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,21.44,
TRX20220332124152,15-Feb-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,224.96,
TRX20220332124150,15-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,18.0,
TRX20220332124331,16-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,924.0,
TRX20220332124292,16-Feb-24,Home Ownership,Unspecified,Other Expenses,Unspecified,670.0,
TRX20220332124483,17-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,899.0,
TRX20220332124526,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,812.0,
TRX20220332124082,17-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,741.0,
TRX20220332124169,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,812.0,
TRX20220332124154,17-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,899.0,
TRX20220332124360,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,812.0,
TRX20220332124414,17-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,899.0,
TRX20220332124156,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,812.0,
TRX20220332124165,17-Feb-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,899.0,
TRX20220332124133,17-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,812.0,
TRX20220332124431,18-Feb-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,533.0,
TRX20220332124545,18-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,96.0,
TRX20220332124518,18-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,831.88,
TRX20220332124225,18-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,96.0,
TRX20220332124393,18-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,831.88,
TRX20220332124554,18-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,831.88,
TRX20220332124202,18-Feb-24,Sundry Debtors,Miscellaneous outstanding debts owed to the organization,Debts/Overpayments,Direct debit,831.88,
TRX20220332124394,19-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,193.0,
TRX20220332124528,19-Feb-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,50.0,
TRX20220332124572,20-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,750.0
TRX20220332124427,20-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,750.0
TRX20220332124582,20-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,970.0,
TRX20220332124399,20-Feb-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,750.0
TRX20220332124581,21-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,803.0,
TRX20220332124176,21-Feb-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,42.0,
TRX20220332124346,21-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,803.0,
TRX20220332124189,22-Feb-24,Children's Services,"Fees for various services provided to children, such as childcare or youth programs",Other Expenses,Direct debit,785.0,
TRX20220332124477,22-Feb-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,257.0,
TRX20220332124387,23-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,961.89,
TRX20220332124383,23-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,607.0,
TRX20220332124309,23-Feb-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,948.0,
TRX20220332124540,23-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,607.0,
TRX20220332124207,23-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,607.0,
TRX20220332124141,24-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,611.0,
TRX20220332124131,24-Feb-24,Planning,Fees for planning applications or permits,Other Expenses,Online banking,611.0,
TRX20220332124384,25-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,938.0,
TRX20220332124552,25-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,938.0,
TRX20220332124224,25-Feb-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,938.0,
TRX20220332124201,25-Feb-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,287.0,
TRX20220332124203,26-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,286.0,
TRX20220332124557,26-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,176.0,
TRX20220332124209,27-Feb-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,286.0,
TRX20220332124453,27-Feb-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,402.67,
TRX20220332124578,28-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,560.0,
TRX20220332124219,28-Feb-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,560.0,
TRX20220332124223,29-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,63.0,
TRX20220332124370,29-Feb-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,63.0,
TRX20220332124226,29-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,255.22,
TRX20220332124512,29-Feb-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,255.22,
TRX20220332124511,1-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,644.0,
TRX20220332124085,1-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,365.0,
TRX20220332124460,2-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,209.0,
TRX20220332124073,2-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,413.0,
TRX20220332124432,2-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,870.0
TRX20220332124087,2-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,209.0,
TRX20220332124258,2-Mar-24,Nurseries,Fees for childcare services,Other Expenses,Direct debit,413.0,
TRX20220332124084,2-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,871.0,
TRX20220332124446,3-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,159.0,
TRX20220332124514,3-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,939.0,
TRX20220332124494,3-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,159.0,
TRX20220332124248,5-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,418.0,
TRX20220332124584,5-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,418.0,
TRX20220332124234,6-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,753.0,
TRX20220332124118,7-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,436.0,
TRX20220332124442,8-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,115.72,
TRX20220332124193,9-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,16.98,
TRX20220332124117,9-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,775.98,
TRX20220332124260,9-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,478.0,
TRX20220332124456,9-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,16.98,
TRX20220332124467,9-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,771.0,
TRX20220332124455,10-Mar-24,Home Ownership,Unspecified,Other Expenses,Unspecified,882.27,
TRX20220332124231,11-Mar-24,Highways,Fees for maintenance and development of roads and highways,Government Services,Direct debit,511.5,
TRX20220332124245,11-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,462.97,
TRX20220332124160,12-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,457.85,
TRX20220332124177,12-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,476.21,
TRX20220332124369,12-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,206.49,
TRX20220332124302,12-Mar-24,Housing Repairs & Keys,Charges for repairs and replacement of keys for housing units,Other Expenses,Online payment,730.04,
TRX20220332124321,12-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,388.5,
TRX20220332124101,13-Mar-24,Blue Badge,Charges for disabled parking permits (Blue Badge),Other Expenses,Online payment,754.0,
TRX20220332124504,13-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,349.95,
TRX20220332124139,14-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,645.0,
TRX20220332124145,14-Mar-24,Parks and Countryside,Charges for access to parks and countryside facilities,Other Expenses,Cash,434.26,
TRX20220332124305,15-Mar-24,Entertainment Licences,Fees for licenses required for entertainment events,Other Expenses,Bank transfer,752.0,
TRX20220332124255,15-Mar-24,Meals,Charges for meals,Other Expenses,Online payment,910.0,
TRX20220332124161,16-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,717.0,
TRX20220332124319,16-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,812.0,
TRX20220332124352,16-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,712.0,
TRX20220332124124,16-Mar-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,749.0,
TRX20220332124344,17-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,309.0,
TRX20220332124357,17-Mar-24,Asset Regeneration,Charges related to the regeneration or redevelopment of assets,Other Expenses,Bank transfer,193.0,
TRX20220332124167,17-Mar-24,Business Rates,Taxes imposed on non-residential properties used for business purposes,Government Services,Online banking,50.0,
TRX20220332124577,18-Mar-24,Commercial/Market Rents,Rent payments for commercial or market spaces,Income/Salary,Bank transfer,,750.0
TRX20220332124334,20-Mar-24,City & Environmental Services,"Charges for various city and environmental services such as waste management, recycling, and environmental protection",Government Services,Online banking,327.0,
TRX20220332124371,20-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,921.0,
TRX20220332124200,23-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,299.0,
TRX20220332124288,23-Mar-24,Parking Fines,Fines issued for parking violations,Other Expenses,Online payment,245.0,
TRX20220332124374,23-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,572.0,
TRX20220332124411,24-Mar-24,Property Maintenance,Unspecified,Other Expenses,Unspecified,812.0,
TRX20220332124565,26-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,607.0,
TRX20220332124299,26-Mar-24,Fleet Services,Fees for fleet vehicle maintenance and services.,Utilities,Credit card,89.0,
TRX20220332124198,29-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,342.0,
TRX20220332124238,30-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,208.0,
TRX20220332124168,30-Mar-24,Mortgages,Payments towards mortgage loans,Other Expenses,Direct debit,560.0,
TRX20220332124337,31-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,73.0,
TRX20220332124095,31-Mar-24,Council Tax,Local government tax levied on residential properties,Government Services,Direct debit,73.0,
TRX20220332124221,31-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,255.22,
TRX20220332124424,31-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,63.0,
TRX20220332124333,31-Mar-24,Housing Benefits Overpayments,Overpayments of housing benefits that need to be refunded,Debts/Overpayments,Cheque,37.0,
TRX20220332124375,31-Mar-24,Electoral & Local Land Charges,Charges for electoral and local land services,Government Services,Online banking,342.0,
TRX20220332124153,31-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,63.0,
TRX20220332124547,31-Mar-24,Leodis,Charges for services provided by Leodis,Other Expenses,Bank transfer,63.0,
